204.4293,225.0617,0.0000,0.0000
30.2840,227.5489,0.0000,0.0000
159.1977,23.8154,0.0000,0.0000
69.5219,136.2186,0.0000,0.0000
239.6145,240.3388,0.0000,0.0000
39.3781,242.5553,0.0000,0.0000
238.2614,118.8341,0.0000,0.0000
197.7171,33.8236,0.0000,0.0000
105.1391,229.2977,0.0000,0.0000
199.3973,241.1296,0.0000,0.0000
164.4971,8.1751,0.0000,0.0000
208.5752,234.6536,0.0000,0.0000
167.1982,192.5849,0.0000,0.0000
186.2316,97.4425,0.0000,0.0000
162.8757,43.7951,0.0000,0.0000
175.8017,9.0767,0.0000,0.0000
68.3411,13.4055,0.0000,0.0000
22.0048,203.5100,0.0000,0.0000
173.0398,79.5041,0.0000,0.0000
237.1882,7.8962,0.0000,0.0000
108.5761,93.8727,0.0000,0.0000
191.1467,199.0784,0.0000,0.0000
46.9734,119.5770,0.0000,0.0000
109.3318,158.5341,0.0000,0.0000
180.0781,192.8765,0.0000,0.0000
65.7211,172.1193,0.0000,0.0000
164.2506,38.7284,0.0000,0.0000
28.1197,124.2759,0.0000,0.0000
241.7086,83.7725,0.0000,0.0000
144.3209,54.2164,0.0000,0.0000
188.7405,63.1455,0.0000,0.0000
127.9194,179.6423,0.0000,0.0000
223.4584,238.0621,0.0000,0.0000
133.6409,33.8904,0.0000,0.0000
36.0284,62.8564,0.0000,0.0000
211.2289,61.9196,0.0000,0.0000
206.0729,62.9088,0.0000,0.0000
232.7209,85.8095,0.0000,0.0000
52.4415,59.6525,0.0000,0.0000
154.6970,118.7169,0.0000,0.0000
87.9696,207.0344,0.0000,0.0000
148.2276,140.7518,0.0000,0.0000
229.8954,69.9339,0.0000,0.0000
190.5309,193.8646,0.0000,0.0000
92.6832,140.4964,0.0000,0.0000
18.7881,13.0851,0.0000,0.0000
134.5640,195.4957,0.0000,0.0000
234.2907,32.0412,0.0000,0.0000
142.1667,119.2717,0.0000,0.0000
3.5774,82.7130,0.0000,0.0000
38.3038,195.1225,0.0000,0.0000
81.4885,131.8292,0.0000,0.0000
41.8194,148.5620,0.0000,0.0000
65.0847,162.1540,0.0000,0.0000
170.6253,188.5580,0.0000,0.0000
114.9650,16.5777,0.0000,0.0000
55.0422,229.4607,0.0000,0.0000
40.2469,206.8369,0.0000,0.0000
133.8637,252.3750,1.0000,2.0000
20.0086,111.2604,0.0000,0.0000
28.3381,241.5687,0.0000,0.0000
1.0946,195.0916,2.0000,2.0000
203.7321,219.4369,0.0000,0.0000
18.5563,99.8206,0.0000,0.0000
65.6193,200.1576,0.0000,0.0000
109.6706,226.6466,0.0000,0.0000
44.3667,68.6042,0.0000,0.0000
38.9996,33.7847,0.0000,0.0000
216.5127,143.4694,0.0000,0.0000
138.3822,36.1449,0.0000,0.0000
213.0174,156.9311,0.0000,0.0000
87.7381,128.3124,0.0000,0.0000
99.2657,19.5501,0.0000,0.0000
64.4674,29.0265,0.0000,0.0000
49.9943,54.0153,0.0000,0.0000
104.3582,10.0233,0.0000,0.0000
227.6857,234.9488,0.0000,0.0000
122.2519,118.4190,0.0000,0.0000
86.8578,226.6844,0.0000,0.0000
91.5541,28.8946,0.0000,0.0000
196.7229,97.6524,0.0000,0.0000
62.4335,101.6358,0.0000,0.0000
21.7181,29.3169,0.0000,0.0000
235.0386,237.5997,0.0000,0.0000
142.2398,15.8497,0.0000,0.0000
63.8345,87.8453,0.0000,0.0000
204.9321,2.6250,0.0000,0.0000
8.6364,40.8410,0.0000,0.0000
159.4862,182.4095,0.0000,0.0000
161.2408,115.9735,0.0000,0.0000
138.3457,73.8360,0.0000,0.0000
184.5133,44.7725,0.0000,0.0000
172.6662,45.0227,0.0000,0.0000
86.3463,159.4535,0.0000,0.0000
193.6890,19.4782,0.0000,0.0000
231.8360,194.6003,0.0000,0.0000
121.0747,108.3258,0.0000,0.0000
111.5697,77.6900,0.0000,0.0000
129.5611,125.9193,0.0000,0.0000
205.6400,196.4122,0.0000,0.0000
157.2175,94.6492,0.0000,0.0000
198.2560,134.9716,0.0000,0.0000
90.1772,230.7518,0.0000,0.0000
216.0999,137.9007,0.0000,0.0000
156.8045,141.1320,0.0000,0.0000
53.2007,73.5671,0.0000,0.0000
115.8376,57.0535,0.0000,0.0000
213.0810,47.5560,0.0000,0.0000
56.4569,42.6916,0.0000,0.0000
56.5143,109.2228,0.0000,0.0000
78.4886,230.5150,0.0000,0.0000
107.6366,47.9738,0.0000,0.0000
229.4448,245.2951,0.0000,0.0000
109.2522,29.7487,0.0000,0.0000
66.9273,104.3502,0.0000,0.0000
148.9310,62.5696,0.0000,0.0000
148.5352,179.4947,0.0000,0.0000
54.0348,30.2131,0.0000,0.0000
75.8852,80.3906,0.0000,0.0000
104.5970,125.9748,0.0000,0.0000
18.1645,66.1116,0.0000,0.0000
199.2406,9.1467,0.0000,0.0000
230.2504,182.2947,0.0000,0.0000
122.0308,145.8580,0.0000,0.0000
59.0858,114.0567,0.0000,0.0000
238.3953,141.0550,0.0000,0.0000
131.3155,58.3205,0.0000,0.0000
122.7124,155.5542,0.0000,0.0000
172.0375,99.9658,0.0000,0.0000
90.2303,247.3750,0.0000,0.0000
11.5054,218.7756,0.0000,0.0000
227.0855,196.8351,0.0000,0.0000
25.6208,64.2213,0.0000,0.0000
85.8076,174.3818,0.0000,0.0000
34.7797,179.7671,0.0000,0.0000
28.2834,165.2380,0.0000,0.0000
122.8496,195.9077,0.0000,0.0000
179.9953,224.9909,0.0000,0.0000
223.8327,84.3583,0.0000,0.0000
177.8282,45.9802,0.0000,0.0000
4.5656,185.3485,0.0000,0.0000
127.9960,116.9805,0.0000,0.0000
227.0701,154.2033,0.0000,0.0000
153.7855,216.8524,0.0000,0.0000
202.4951,144.2848,0.0000,0.0000
42.5468,56.3280,0.0000,0.0000
221.4938,8.0676,0.0000,0.0000
122.9212,43.3388,0.0000,0.0000
242.1064,177.1155,0.0000,0.0000
124.4638,113.0964,0.0000,0.0000
16.8946,169.2148,0.0000,0.0000
10.3606,19.0208,0.0000,0.0000
127.9267,25.3221,0.0000,0.0000
197.5363,206.1819,0.0000,0.0000
180.9142,38.4774,0.0000,0.0000
163.0612,130.1735,0.0000,0.0000
241.0919,162.4131,0.0000,0.0000
200.5806,116.6123,0.0000,0.0000
107.3067,204.3970,0.0000,0.0000
19.0778,34.3663,0.0000,0.0000
45.3284,96.2733,0.0000,0.0000
210.8313,197.9795,0.0000,0.0000
13.7570,97.6857,0.0000,0.0000
134.1265,105.3863,0.0000,0.0000
164.3696,158.3290,0.0000,0.0000
73.6927,109.0923,0.0000,0.0000
3.9590,245.6902,0.0000,0.0000
41.0847,23.7245,0.0000,0.0000
93.2762,47.4864,0.0000,0.0000
124.1231,86.8296,0.0000,0.0000
236.8699,230.9153,0.0000,0.0000
12.5652,178.9552,0.0000,0.0000
68.4502,109.3745,0.0000,0.0000
136.8330,233.2469,0.0000,0.0000
109.9560,247.3750,0.0000,0.0000
74.5431,176.5849,0.0000,0.0000
167.3240,133.2379,0.0000,0.0000
174.8808,166.4298,0.0000,0.0000
43.5874,31.2325,0.0000,0.0000
251.3594,41.5763,3.0000,2.0000
10.2362,144.4923,0.0000,0.0000
220.5881,167.3983,0.0000,0.0000
49.4165,92.9795,0.0000,0.0000
115.7890,246.7064,0.0000,0.0000
41.9054,216.1014,0.0000,0.0000
160.6363,90.6649,0.0000,0.0000
46.2180,107.6096,0.0000,0.0000
123.4604,28.0815,0.0000,0.0000
148.5451,57.3338,0.0000,0.0000
95.5955,144.8646,0.0000,0.0000
64.3940,69.8466,0.0000,0.0000
156.7223,68.0638,0.0000,0.0000
