45.80221,-62.071724
-45.25423,-34.646923
-87.84744,10.716406
-43.203693,-11.057562
76.372375,86.328415
-92.577934,-14.433082
17.534643,74.01529
-31.968624,-67.26959
39.261116,55.058666
45.848057,21.821585
26.33834,36.218388
-65.420586,-77.936554
50.56207,-79.3174
67.116135,55.103207
45.00245,43.483982
-32.439632,22.79401
-35.20899,-1.3504605
-29.929403,47.208126
24.121756,63.536762
64.152054,41.15395
-68.442375,41.13575
-80.894226,-8.564779
-74.87853,89.28377
-57.31604,-38.577244
89.37199,-13.763601
-7.996021,75.5456
76.63537,-37.195248
-76.725815,3.9404833
14.421051,-18.148691
-18.890198,89.73033
76.54698,45.012283
-38.398155,86.49057
-79.02749,-74.963585
62.90485,10.63399
-57.71245,90.52263
71.58398,74.71452
21.29194,-91.05303
-23.737349,33.254288
-4.5935006,-39.94866
-86.142265,-64.23111
-77.92058,-52.45167
48.968403,9.66022
8.831463,63.434505
18.663815,-5.363869
73.08368,-14.722234
-53.446484,34.973892
44.102737,-35.915565
-38.003292,33.725674
4.9473996,49.880993
75.44938,32.19404
5.7644897,-9.071527
47.14518,77.811356
-6.876714,26.56436
16.758272,53.144833
-44.16897,44.791836
11.618596,-79.10511
5.5489216,77.37655
-60.08071,-89.586494
36.417324,67.17718
-51.975548,3.4362404
-42.376595,11.567681
-5.8576465,-16.851448
-21.704647,-22.719793
45.992767,-91.45632
-0.058698535,-74.15068
6.417732,3.9292133
-18.678223,68.61956
-32.694542,-90.0843
-33.313477,-27.813414
-64.33998,-19.093943
-25.766485,-54.479904
32.353897,-63.66807
79.40397,-51.373795
-17.141388,-10.779399
75.7165,6.8978376
90.3872,-33.694546
30.319136,77.67181
-12.909976,39.424015
8.820091,-92.329
65.624565,-44.681664
87.48798,-89.54483
58.941395,81.17205
-50.056225,-50.41317
9.538591,89.246925
-81.64987,36.03232
6.7835555,-63.34122
-63.91249,9.185367
41.69275,-1.0225666
32.1162,-39.639755
-64.90376,56.806232
53.96888,51.46591
92.70641,48.643166
49.243965,64.04607
-8.410917,50.96539
-69.13084,-31.36779
-89.676865,-46.692604
25.309471,-25.353283
-76.48111,77.24461
25.98679,-79.02541
-56.482666,47.7372
39.553223,32.17441
6.5189023,27.20686
-6.1619587,-1.5263342
18.83039,-37.36019
53.344246,33.214714
63.924397,93.31204
-22.800388,-0.05397725
36.261612,11.886415
-19.904053,-67.435936
-0.17550063,37.745396
65.45313,-27.717607
-14.47798,9.038608
4.4354973,-28.58619
40.382122,-48.952225
20.545195,-66.946
-3.4927955,87.39415
-1.5155824,-51.96143
-15.3655815,-48.20079
-89.45715,-91.914536
73.24205,-92.7786
84.72838,76.70396
61.01908,67.33563
40.63377,89.999344
64.54949,24.926033
51.38353,-24.635227
-65.98501,-47.791462
-87.99968,90.74123
44.80602,-12.747276
-87.61037,71.78589
53.89335,-3.490919
59.18821,-14.764391
-38.471817,-55.27154
64.98737,-79.38013
-70.72039,28.628794
17.077148,9.94345
37.79331,-74.97296
-19.559444,-92.856834
71.5685,-68.63341
-91.50558,-76.20424
-17.851763,20.703321
-46.29232,24.150795
-30.164476,75.40304
-68.529305,-5.4476833
30.151917,22.839714
92.13821,86.68879
-3.6114168,-88.02162
28.481207,49.492393
-55.51396,65.64381
66.841484,-3.0383282
-71.16501,-64.45574
-59.778408,-60.407364
-77.76515,-39.833553
92.771576,-47.050793
-49.034958,79.64297
15.144643,-53.84533
-76.15466,63.79115
34.034695,-88.17211
28.679213,1.8715916
-59.651203,21.932192
87.29996,13.355389
-13.110078,-78.11234
-42.283176,69.06159
-78.09138,-20.781404
-45.71278,-89.04087
68.43478,-56.549297
-46.440796,-65.24122
58.289387,-91.11146
-30.697617,-14.504469
-77.24465,49.818954
-63.00048,77.995
92.20491,-1.3627414
-75.413925,16.707798
-86.502,-30.046461
79.26718,57.39244
-19.83522,55.594925
37.833786,-23.975628
7.486466,-41.79944
-46.126896,57.531708
58.78638,-66.34619
30.396042,-10.6698675
-21.755056,-35.338913
12.804769,38.741398
-89.53662,25.132938
90.56119,-59.465393
22.28564,89.45112
-9.950685,-28.591259
-2.4320478,13.994644
-25.700006,-79.72164
-32.246815,61.54116
-74.98238,-89.15159
-52.892174,-77.06873
-5.8361793,62.816044
-56.72927,-9.376292
-34.58927,-41.558403
-48.92981,-22.291843
77.921585,-80.86773
80.20787,-24.997553
56.460537,-36.583416
91.36978,-73.57918
91.69283,25.436909
17.66959,22.44495
-92.68554,-1.9374213
-40.293976,-77.27915
27.598942,-51.955585
-7.6518903,-63.551598
76.494095,20.053839
-88.194176,58.910194
89.33228,64.88589
56.019638,-53.43658
-92.51288,47.248974
-28.804913,11.096436
87.32174,37.42806
101.31174,-27.183718
102.7652,-58.90011
100.36933,71.52315
99.86223,9.036585
99.75774,-85.20924
100.193695,36.72657
-39.215477,99.12443
-0.43676865,99.77491
51.689594,96.38073
-66.9062,100.49368
83.52345,98.67055
31.80868,98.99041
-98.70228,-27.183718
-97.24154,-58.90011
-99.64768,71.52315
-100.15443,9.036585
-100.25517,-85.20924
-99.826546,36.72657
-39.215477,-100.88647
-0.43676865,-100.24048
51.689594,-103.631905
-66.9062,-99.522995
83.52345,-101.34794
31.80868,-101.02727
101.61525,97.34938
101.61525,-102.680305
-98.418,-102.680305
-98.418,97.34938
